Mod:Item:MetaData, Localized Name
gregtech:machine:2053, 并行控制仓(UV)
gregtech:machine:2054, 控制单元(ULV)
gregtech:machine:2055, 控制单元(IV)
gregtech:machine:2056, 控制单元(MV)
gregtech:machine:2057, 控制单元(HV)
gregtech:machine:2058, 控制单元(EV)
gregtech:machine:2059, 控制单元(IV)
gregtech:machine:2060, 控制单元(LuV)
gregtech:machine:2061, 控制单元(ZPM)
gregtech:machine:2062, 控制单元(UV)
gregtech:machine:2063, 控制单元(UHV)
gregtech:machine:2064, 控制单元(UEV)
gregtech:machine:2065, 控制单元(UIV)
gregtech:machine:2066, 控制单元(UXV)
gregtech:machine:2067, gcym.machine.tiered_hatch.opv.name
gregtech:machine:2068, 控制单元(MaX)
gregtech:machine:8503, 基础食材切片机
gregtech:machine:8504, 进阶食材切片机
gregtech:machine:8505, 进阶食材切片机 II
gregtech:machine:8506, 进阶食材切片机 III
gregtech:machine:8507, 精英食材切片机
gregtech:machine:8508, 精英食材切片机 II
gregtech:machine:8509, 精英食材切片机 III
gregtech:machine:8510, 终极食材切片机
gregtech:machine:8511, 高科技食材切片机
gregtech:machine:8512, 高科技食材切片机 II
gregtech:machine:8513, 高科技食材切片机 III
gregtech:machine:8514, 高科技食材切片机 IV
gregtech:machine:8515, 传奇食材切片机
gregtech:machine:8516, 简易烤炉
gregtech:machine:8517, 电力烤炉
gregtech:machine:8518, 基础菜肴组装机
gregtech:machine:8519, 进阶菜肴组装机
gregtech:machine:8520, 进阶菜肴组装机 II
gregtech:machine:8521, 进阶菜肴组装机 III
gregtech:machine:8522, 精英菜肴组装机
gregtech:machine:8523, 精英菜肴组装机 II
gregtech:machine:8524, 精英菜肴组装机 III
gregtech:machine:8525, 终极菜肴组装机
gregtech:machine:8526, 高科技菜肴组装机
gregtech:machine:8527, 高科技菜肴组装机 II
gregtech:machine:8528, 高科技菜肴组装机 III
gregtech:machine:8529, 高科技菜肴组装机 IV
gregtech:machine:8530, 传奇菜肴组装机
gregtech:machine:8531, 基础微波炉
gregtech:machine:8532, 进阶微波炉
gregtech:machine:8533, 进阶微波炉 II
gregtech:machine:8534, 进阶微波炉 III
gregtech:machine:8535, 精英微波炉
gregtech:machine:8536, 精英微波炉 II
gregtech:machine:8537, 精英微波炉 III
gregtech:machine:8538, 终极微波炉
gregtech:machine:8539, 高科技微波炉
gregtech:machine:8540, 高科技微波炉 II
gregtech:machine:8541, 高科技微波炉 III
gregtech:machine:8542, 高科技微波炉 IV
gregtech:machine:8543, 传奇微波炉
gregtech:machine:8544, 蒸汽烤炉
gregtech:machine:8545, 基础年龄分选器
gregtech:machine:8546, 进阶年龄分选器
gregtech:machine:8547, 进阶年龄分选器 II
gregtech:machine:8548, 进阶年龄分选器 III
gregtech:machine:8549, 基础屠宰机
gregtech:machine:8550, 进阶屠宰机
gregtech:machine:8551, 进阶屠宰机 II
gregtech:machine:8552, 进阶屠宰机 III
gregtech:machine:8553, 基础生物提取机
gregtech:machine:8554, 进阶生物提取机
gregtech:machine:8555, 进阶生物提取机 II
gregtech:machine:8556, 进阶生物提取机 III
gregtech:machine:8557, 精英生物提取机
gregtech:machine:8558, 精英生物提取机 II
gregtech:machine:8559, 精英生物提取机 III
gregtech:machine:8560, 精英生物提取机 IV
gregtech:machine:8561, 基础种植站
gregtech:machine:8562, 进阶种植站
gregtech:machine:8563, 进阶种植站 II
gregtech:machine:8564, 进阶种植站 III
gregtech:machine:8565, 温室
gregtech:machine:8566, 基础多功能烹饪机
gregtech:machine:8567, 进阶多功能烹饪机
gregtech:machine:8568, 进阶多功能烹饪机 II
gregtech:machine:8569, 进阶多功能烹饪机 III
gregtech:machine:8570, 精英多功能烹饪机
gregtech:machine:8571, 精英多功能烹饪机 II
gregtech:machine:8572, 精英多功能烹饪机 III
gregtech:machine:8573, 终极多功能烹饪机
gregtech:machine:8574, 高科技多功能烹饪机
gregtech:machine:8575, 高科技多功能烹饪机 II
gregtech:machine:8576, 高科技多功能烹饪机 III
gregtech:machine:8577, 高科技多功能烹饪机 IV
gregtech:machine:8578, 传奇多功能烹饪机
gregtech:machine:8581, 厨房
gregtech:machine:18000, Creative Energy Source
gregtech:machine:18001, Creative Energy Sink
gregtech:machine:18002, Creative Fluid Hatch
gregtech:machine:18003, Creative Computation Provider
gregtech:machine:18004, Air Intake Hatch
gregtech:machine:18005, Extreme Air Intake Hatch
gregtech:machine:18006, Single Item Input Bus
gregtech:machine:18008, Creative Item Bus
gregtech:machine:18009, Super Input Bus
gregtech:machine:18010, UEV Parallel Hatch
gregtech:machine:18011, UIV Parallel Hatch
gregtech:machine:18012, UXV Parallel Hatch
gregtech:machine:18013, OpV Parallel Hatch
gregtech:machine:18014, MAX Parallel Hatch
gregtech:machine:18015, MAX+1 Parallel Hatch
gregtech:machine:18016, The Final Parallel Hatch
gregtech:machine:18017, YOTHatch
gregtech:machine:18018, Automatic Sterilization Maintenance Hatch
gregtech:machine:18050, Mega Electric Blast Furnace
gregtech:machine:18051, Mega LCR
gregtech:machine:18052, Mega Vacuum Freezer
gregtech:machine:18053, Mega Oil Cracking Unit
gregtech:machine:18054, Mega Alloy Blast Smelter
gregtech:machine:18055, Precise Assembler
gregtech:machine:18056, Component Assembly Line
gregtech:machine:18057, Queebf
gregtech:machine:18058, Queezer
gregtech:machine:18059, YOTTank
gregtech:machine:18060, Compact Fusion Computer Mk-I Prototype
gregtech:machine:18061, Compact Fusion Computer Mk-II
gregtech:machine:18062, Compact Fusion Computer Mk-III
gregtech:machine:18065, Large Rock Breaker
gregtech:machine:18066, Large Air Collector
gregtech:machine:18068, Zyngen
gregtech:machine:18069, Quacker
zbgt:wire_single:10000, 1xFluxed Electrum导线
zbgt:wire_single:5006, 1xLumium导线
zbgt:wire_double:10000, 2xFluxed Electrum导线
zbgt:wire_double:5006, 2xLumium导线
zbgt:wire_quadruple:10000, 4xFluxed Electrum导线
zbgt:wire_quadruple:5006, 4xLumium导线
zbgt:wire_octal:10000, 8xFluxed Electrum导线
zbgt:wire_octal:5006, 8xLumium导线
zbgt:wire_hex:10000, 16xFluxed Electrum导线
zbgt:wire_hex:5006, 16xLumium导线
zbgt:cable_single:10000, 1xFluxed Electrum线缆
zbgt:cable_double:10000, 2xFluxed Electrum线缆
zbgt:cable_quadruple:10000, 4xFluxed Electrum线缆
zbgt:cable_octal:10000, 8xFluxed Electrum线缆
zbgt:cable_hex:10000, 16xFluxed Electrum线缆
gregtech:wire_single:2, 1x铝导线
gregtech:wire_single:252, 1x退火铜导线
gregtech:wire_single:2011, 1x黑钢导线
gregtech:wire_single:2527, 1x蓝色合金导线
gregtech:wire_single:23, 1x钴导线
gregtech:wire_single:25, 1x铜导线
gregtech:wire_single:274, 1x白铜导线
gregtech:wire_single:277, 1x琥珀金导线
gregtech:wire_single:431, 1x富集硅岩凯金铕铿铀合金导线
gregtech:wire_single:33, 1x铕导线
gregtech:wire_single:41, 1x金导线
gregtech:wire_single:342, 1x石墨烯导线
gregtech:wire_single:2516, 1x高速钢-G导线
gregtech:wire_single:429, 1x铟锡钡钛铜氧化物导线
gregtech:wire_single:51, 1x铁导线
gregtech:wire_single:288, 1x坎塔尔合金导线
gregtech:wire_single:55, 1x铅导线
gregtech:wire_single:425, 1x二硼化镁导线
gregtech:wire_single:424, 1x磷化锰导线
gregtech:wire_single:426, 1x汞钡钙铜氧化物导线
gregtech:wire_single:124, 1x硅岩导线
gregtech:wire_single:2042, 1x硅岩合金导线
gregtech:wire_single:1602, 1x下界之星导线
gregtech:wire_single:32001, 1x下界合金导线
gregtech:wire_single:294, 1x镍铬合金导线
gregtech:wire_single:69, 1x镍导线
gregtech:wire_single:295, 1x氮化铌导线
gregtech:wire_single:296, 1x铌钛合金导线
gregtech:wire_single:344, 1x铱锇合金导线
gregtech:wire_single:75, 1x锇导线
gregtech:wire_single:80, 1x铂导线
gregtech:wire_single:32014, 1xgregtech_dingjen.material.pulsating_iron导线
gregtech:wire_single:2517, 1x红色合金导线
gregtech:wire_single:451, 1x钌钨钼合金导线
gregtech:wire_single:432, 1x钌凯金镅中子素氧化物导线
gregtech:wire_single:428, 1x钐铁砷氧化物导线
gregtech:wire_single:100, 1x银导线
gregtech:wire_single:324, 1x钢导线
gregtech:wire_single:112, 1x锡导线
gregtech:wire_single:113, 1x钛导线
gregtech:wire_single:130, 1x凯金导线
gregtech:wire_single:128, 1x三钛合金导线
gregtech:wire_single:115, 1x钨导线
gregtech:wire_single:2013, 1x钨钢导线
gregtech:wire_single:430, 1x铀铑硅岩合金导线
gregtech:wire_single:427, 1x三铂化铀导线
gregtech:wire_single:334, 1x钒镓合金导线
gregtech:wire_single:338, 1x钇钡铜氧化物导线
gregtech:wire_double:2, 2x铝导线
gregtech:wire_double:252, 2x退火铜导线
gregtech:wire_double:2011, 2x黑钢导线
gregtech:wire_double:2527, 2x蓝色合金导线
gregtech:wire_double:23, 2x钴导线
gregtech:wire_double:25, 2x铜导线
gregtech:wire_double:274, 2x白铜导线
gregtech:wire_double:277, 2x琥珀金导线
gregtech:wire_double:431, 2x富集硅岩凯金铕铿铀合金导线
gregtech:wire_double:33, 2x铕导线
gregtech:wire_double:41, 2x金导线
gregtech:wire_double:342, 2x石墨烯导线
gregtech:wire_double:2516, 2x高速钢-G导线
gregtech:wire_double:429, 2x铟锡钡钛铜氧化物导线
gregtech:wire_double:51, 2x铁导线
gregtech:wire_double:288, 2x坎塔尔合金导线
gregtech:wire_double:55, 2x铅导线
gregtech:wire_double:425, 2x二硼化镁导线
gregtech:wire_double:424, 2x磷化锰导线
gregtech:wire_double:426, 2x汞钡钙铜氧化物导线
gregtech:wire_double:124, 2x硅岩导线
gregtech:wire_double:2042, 2x硅岩合金导线
gregtech:wire_double:1602, 2x下界之星导线
gregtech:wire_double:32001, 2x下界合金导线
gregtech:wire_double:294, 2x镍铬合金导线
gregtech:wire_double:69, 2x镍导线
gregtech:wire_double:295, 2x氮化铌导线
gregtech:wire_double:296, 2x铌钛合金导线
gregtech:wire_double:344, 2x铱锇合金导线
gregtech:wire_double:75, 2x锇导线
gregtech:wire_double:80, 2x铂导线
gregtech:wire_double:32014, 2xgregtech_dingjen.material.pulsating_iron导线
gregtech:wire_double:2517, 2x红色合金导线
gregtech:wire_double:451, 2x钌钨钼合金导线
gregtech:wire_double:432, 2x钌凯金镅中子素氧化物导线
gregtech:wire_double:428, 2x钐铁砷氧化物导线
gregtech:wire_double:100, 2x银导线
gregtech:wire_double:324, 2x钢导线
gregtech:wire_double:112, 2x锡导线
gregtech:wire_double:113, 2x钛导线
gregtech:wire_double:130, 2x凯金导线
gregtech:wire_double:128, 2x三钛合金导线
gregtech:wire_double:115, 2x钨导线
gregtech:wire_double:2013, 2x钨钢导线
gregtech:wire_double:430, 2x铀铑硅岩合金导线
gregtech:wire_double:427, 2x三铂化铀导线
gregtech:wire_double:334, 2x钒镓合金导线
gregtech:wire_double:338, 2x钇钡铜氧化物导线
gregtech:wire_quadruple:2, 4x铝导线
gregtech:wire_quadruple:252, 4x退火铜导线
gregtech:wire_quadruple:2011, 4x黑钢导线
gregtech:wire_quadruple:2527, 4x蓝色合金导线
gregtech:wire_quadruple:23, 4x钴导线
gregtech:wire_quadruple:25, 4x铜导线
gregtech:wire_quadruple:274, 4x白铜导线
gregtech:wire_quadruple:277, 4x琥珀金导线
gregtech:wire_quadruple:431, 4x富集硅岩凯金铕铿铀合金导线
gregtech:wire_quadruple:33, 4x铕导线
gregtech:wire_quadruple:41, 4x金导线
gregtech:wire_quadruple:342, 4x石墨烯导线
gregtech:wire_quadruple:2516, 4x高速钢-G导线
gregtech:wire_quadruple:429, 4x铟锡钡钛铜氧化物导线
gregtech:wire_quadruple:51, 4x铁导线
gregtech:wire_quadruple:288, 4x坎塔尔合金导线
gregtech:wire_quadruple:55, 4x铅导线
gregtech:wire_quadruple:425, 4x二硼化镁导线
gregtech:wire_quadruple:424, 4x磷化锰导线
gregtech:wire_quadruple:426, 4x汞钡钙铜氧化物导线
gregtech:wire_quadruple:124, 4x硅岩导线
gregtech:wire_quadruple:2042, 4x硅岩合金导线
gregtech:wire_quadruple:1602, 4x下界之星导线
gregtech:wire_quadruple:32001, 4x下界合金导线
gregtech:wire_quadruple:294, 4x镍铬合金导线
gregtech:wire_quadruple:69, 4x镍导线
gregtech:wire_quadruple:295, 4x氮化铌导线
gregtech:wire_quadruple:296, 4x铌钛合金导线
gregtech:wire_quadruple:344, 4x铱锇合金导线
gregtech:wire_quadruple:75, 4x锇导线
gregtech:wire_quadruple:80, 4x铂导线
gregtech:wire_quadruple:32014, 4xgregtech_dingjen.material.pulsating_iron导线
gregtech:wire_quadruple:2517, 4x红色合金导线
gregtech:wire_quadruple:451, 4x钌钨钼合金导线
gregtech:wire_quadruple:432, 4x钌凯金镅中子素氧化物导线
gregtech:wire_quadruple:428, 4x钐铁砷氧化物导线
gregtech:wire_quadruple:100, 4x银导线
gregtech:wire_quadruple:324, 4x钢导线
gregtech:wire_quadruple:112, 4x锡导线
gregtech:wire_quadruple:113, 4x钛导线
gregtech:wire_quadruple:130, 4x凯金导线
gregtech:wire_quadruple:128, 4x三钛合金导线
gregtech:wire_quadruple:115, 4x钨导线
gregtech:wire_quadruple:2013, 4x钨钢导线
gregtech:wire_quadruple:430, 4x铀铑硅岩合金导线
gregtech:wire_quadruple:427, 4x三铂化铀导线
gregtech:wire_quadruple:334, 4x钒镓合金导线
gregtech:wire_quadruple:338, 4x钇钡铜氧化物导线
gregtech:wire_octal:2, 8x铝导线
gregtech:wire_octal:252, 8x退火铜导线
gregtech:wire_octal:2011, 8x黑钢导线
gregtech:wire_octal:2527, 8x蓝色合金导线
gregtech:wire_octal:23, 8x钴导线
gregtech:wire_octal:25, 8x铜导线
gregtech:wire_octal:274, 8x白铜导线
gregtech:wire_octal:277, 8x琥珀金导线
gregtech:wire_octal:431, 8x富集硅岩凯金铕铿铀合金导线
gregtech:wire_octal:33, 8x铕导线
gregtech:wire_octal:41, 8x金导线
gregtech:wire_octal:342, 8x石墨烯导线
gregtech:wire_octal:2516, 8x高速钢-G导线
gregtech:wire_octal:429, 8x铟锡钡钛铜氧化物导线
gregtech:wire_octal:51, 8x铁导线
gregtech:wire_octal:288, 8x坎塔尔合金导线
gregtech:wire_octal:55, 8x铅导线
gregtech:wire_octal:425, 8x二硼化镁导线
gregtech:wire_octal:424, 8x磷化锰导线
gregtech:wire_octal:426, 8x汞钡钙铜氧化物导线
gregtech:wire_octal:124, 8x硅岩导线
gregtech:wire_octal:2042, 8x硅岩合金导线
gregtech:wire_octal:1602, 8x下界之星导线
gregtech:wire_octal:32001, 8x下界合金导线
gregtech:wire_octal:294, 8x镍铬合金导线
gregtech:wire_octal:69, 8x镍导线
gregtech:wire_octal:295, 8x氮化铌导线
gregtech:wire_octal:296, 8x铌钛合金导线
gregtech:wire_octal:344, 8x铱锇合金导线
gregtech:wire_octal:75, 8x锇导线
gregtech:wire_octal:80, 8x铂导线
gregtech:wire_octal:32014, 8xgregtech_dingjen.material.pulsating_iron导线
gregtech:wire_octal:2517, 8x红色合金导线
gregtech:wire_octal:451, 8x钌钨钼合金导线
gregtech:wire_octal:432, 8x钌凯金镅中子素氧化物导线
gregtech:wire_octal:428, 8x钐铁砷氧化物导线
gregtech:wire_octal:100, 8x银导线
gregtech:wire_octal:324, 8x钢导线
gregtech:wire_octal:112, 8x锡导线
gregtech:wire_octal:113, 8x钛导线
gregtech:wire_octal:130, 8x凯金导线
gregtech:wire_octal:128, 8x三钛合金导线
gregtech:wire_octal:115, 8x钨导线
gregtech:wire_octal:2013, 8x钨钢导线
gregtech:wire_octal:430, 8x铀铑硅岩合金导线
gregtech:wire_octal:427, 8x三铂化铀导线
gregtech:wire_octal:334, 8x钒镓合金导线
gregtech:wire_octal:338, 8x钇钡铜氧化物导线
gregtech:wire_hex:2, 16x铝导线
gregtech:wire_hex:252, 16x退火铜导线
gregtech:wire_hex:2011, 16x黑钢导线
gregtech:wire_hex:2527, 16x蓝色合金导线
gregtech:wire_hex:23, 16x钴导线
gregtech:wire_hex:25, 16x铜导线
gregtech:wire_hex:274, 16x白铜导线
gregtech:wire_hex:277, 16x琥珀金导线
gregtech:wire_hex:431, 16x富集硅岩凯金铕铿铀合金导线
gregtech:wire_hex:33, 16x铕导线
gregtech:wire_hex:41, 16x金导线
gregtech:wire_hex:342, 16x石墨烯导线
gregtech:wire_hex:2516, 16x高速钢-G导线
gregtech:wire_hex:429, 16x铟锡钡钛铜氧化物导线
gregtech:wire_hex:51, 16x铁导线
gregtech:wire_hex:288, 16x坎塔尔合金导线
gregtech:wire_hex:55, 16x铅导线
gregtech:wire_hex:425, 16x二硼化镁导线
gregtech:wire_hex:424, 16x磷化锰导线
gregtech:wire_hex:426, 16x汞钡钙铜氧化物导线
gregtech:wire_hex:124, 16x硅岩导线
gregtech:wire_hex:2042, 16x硅岩合金导线
gregtech:wire_hex:1602, 16x下界之星导线
gregtech:wire_hex:32001, 16x下界合金导线
gregtech:wire_hex:294, 16x镍铬合金导线
gregtech:wire_hex:69, 16x镍导线
gregtech:wire_hex:295, 16x氮化铌导线
gregtech:wire_hex:296, 16x铌钛合金导线
gregtech:wire_hex:344, 16x铱锇合金导线
gregtech:wire_hex:75, 16x锇导线
gregtech:wire_hex:80, 16x铂导线
gregtech:wire_hex:32014, 16xgregtech_dingjen.material.pulsating_iron导线
gregtech:wire_hex:2517, 16x红色合金导线
gregtech:wire_hex:451, 16x钌钨钼合金导线
gregtech:wire_hex:432, 16x钌凯金镅中子素氧化物导线
gregtech:wire_hex:428, 16x钐铁砷氧化物导线
gregtech:wire_hex:100, 16x银导线
gregtech:wire_hex:324, 16x钢导线
gregtech:wire_hex:112, 16x锡导线
gregtech:wire_hex:113, 16x钛导线
gregtech:wire_hex:130, 16x凯金导线
gregtech:wire_hex:128, 16x三钛合金导线
gregtech:wire_hex:115, 16x钨导线
gregtech:wire_hex:2013, 16x钨钢导线
gregtech:wire_hex:430, 16x铀铑硅岩合金导线
gregtech:wire_hex:427, 16x三铂化铀导线
gregtech:wire_hex:334, 16x钒镓合金导线
gregtech:wire_hex:338, 16x钇钡铜氧化物导线
gregtech:cable_single:2, 1x铝线缆
gregtech:cable_single:252, 1x退火铜线缆
gregtech:cable_single:2011, 1x黑钢线缆
gregtech:cable_single:2527, 1x蓝色合金线缆
gregtech:cable_single:23, 1x钴线缆
gregtech:cable_single:25, 1x铜线缆
gregtech:cable_single:274, 1x白铜线缆
gregtech:cable_single:277, 1x琥珀金线缆
gregtech:cable_single:33, 1x铕线缆
gregtech:cable_single:41, 1x金线缆
gregtech:cable_single:342, 1x石墨烯线缆
gregtech:cable_single:2516, 1x高速钢-G线缆
gregtech:cable_single:51, 1x铁线缆
gregtech:cable_single:288, 1x坎塔尔合金线缆
gregtech:cable_single:55, 1x铅线缆
gregtech:cable_single:124, 1x硅岩线缆
gregtech:cable_single:2042, 1x硅岩合金线缆
gregtech:cable_single:1602, 1x下界之星线缆
gregtech:cable_single:32001, 1x下界合金线缆
gregtech:cable_single:294, 1x镍铬合金线缆
gregtech:cable_single:69, 1x镍线缆
gregtech:cable_single:295, 1x氮化铌线缆
gregtech:cable_single:296, 1x铌钛合金线缆
gregtech:cable_single:344, 1x铱锇合金线缆
gregtech:cable_single:75, 1x锇线缆
gregtech:cable_single:80, 1x铂线缆
gregtech:cable_single:2517, 1x红色合金线缆
gregtech:cable_single:451, 1x钌钨钼合金线缆
gregtech:cable_single:100, 1x银线缆
gregtech:cable_single:324, 1x钢线缆
gregtech:cable_single:112, 1x锡线缆
gregtech:cable_single:113, 1x钛线缆
gregtech:cable_single:130, 1x凯金线缆
gregtech:cable_single:128, 1x三钛合金线缆
gregtech:cable_single:115, 1x钨线缆
gregtech:cable_single:2013, 1x钨钢线缆
gregtech:cable_single:334, 1x钒镓合金线缆
gregtech:cable_single:338, 1x钇钡铜氧化物线缆
gregtech:cable_double:2, 2x铝线缆
gregtech:cable_double:252, 2x退火铜线缆
gregtech:cable_double:2011, 2x黑钢线缆
gregtech:cable_double:2527, 2x蓝色合金线缆
gregtech:cable_double:23, 2x钴线缆
gregtech:cable_double:25, 2x铜线缆
gregtech:cable_double:274, 2x白铜线缆
gregtech:cable_double:277, 2x琥珀金线缆
gregtech:cable_double:33, 2x铕线缆
gregtech:cable_double:41, 2x金线缆
gregtech:cable_double:342, 2x石墨烯线缆
gregtech:cable_double:2516, 2x高速钢-G线缆
gregtech:cable_double:51, 2x铁线缆
gregtech:cable_double:288, 2x坎塔尔合金线缆
gregtech:cable_double:55, 2x铅线缆
gregtech:cable_double:124, 2x硅岩线缆
gregtech:cable_double:2042, 2x硅岩合金线缆
gregtech:cable_double:1602, 2x下界之星线缆
gregtech:cable_double:32001, 2x下界合金线缆
gregtech:cable_double:294, 2x镍铬合金线缆
gregtech:cable_double:69, 2x镍线缆
gregtech:cable_double:295, 2x氮化铌线缆
gregtech:cable_double:296, 2x铌钛合金线缆
gregtech:cable_double:344, 2x铱锇合金线缆
gregtech:cable_double:75, 2x锇线缆
gregtech:cable_double:80, 2x铂线缆
gregtech:cable_double:2517, 2x红色合金线缆
gregtech:cable_double:451, 2x钌钨钼合金线缆
gregtech:cable_double:100, 2x银线缆
gregtech:cable_double:324, 2x钢线缆
gregtech:cable_double:112, 2x锡线缆
gregtech:cable_double:113, 2x钛线缆
gregtech:cable_double:130, 2x凯金线缆
gregtech:cable_double:128, 2x三钛合金线缆
gregtech:cable_double:115, 2x钨线缆
gregtech:cable_double:2013, 2x钨钢线缆
gregtech:cable_double:334, 2x钒镓合金线缆
gregtech:cable_double:338, 2x钇钡铜氧化物线缆
gregtech:cable_quadruple:2, 4x铝线缆
gregtech:cable_quadruple:252, 4x退火铜线缆
gregtech:cable_quadruple:2011, 4x黑钢线缆
gregtech:cable_quadruple:2527, 4x蓝色合金线缆
gregtech:cable_quadruple:23, 4x钴线缆
gregtech:cable_quadruple:25, 4x铜线缆
gregtech:cable_quadruple:274, 4x白铜线缆
gregtech:cable_quadruple:277, 4x琥珀金线缆
gregtech:cable_quadruple:33, 4x铕线缆
gregtech:cable_quadruple:41, 4x金线缆
gregtech:cable_quadruple:342, 4x石墨烯线缆
gregtech:cable_quadruple:2516, 4x高速钢-G线缆
gregtech:cable_quadruple:51, 4x铁线缆
gregtech:cable_quadruple:288, 4x坎塔尔合金线缆
gregtech:cable_quadruple:55, 4x铅线缆
gregtech:cable_quadruple:124, 4x硅岩线缆
gregtech:cable_quadruple:2042, 4x硅岩合金线缆
gregtech:cable_quadruple:1602, 4x下界之星线缆
gregtech:cable_quadruple:32001, 4x下界合金线缆
gregtech:cable_quadruple:294, 4x镍铬合金线缆
gregtech:cable_quadruple:69, 4x镍线缆
gregtech:cable_quadruple:295, 4x氮化铌线缆
gregtech:cable_quadruple:296, 4x铌钛合金线缆
gregtech:cable_quadruple:344, 4x铱锇合金线缆
gregtech:cable_quadruple:75, 4x锇线缆
gregtech:cable_quadruple:80, 4x铂线缆
gregtech:cable_quadruple:2517, 4x红色合金线缆
gregtech:cable_quadruple:451, 4x钌钨钼合金线缆
gregtech:cable_quadruple:100, 4x银线缆
gregtech:cable_quadruple:324, 4x钢线缆
gregtech:cable_quadruple:112, 4x锡线缆
gregtech:cable_quadruple:113, 4x钛线缆
gregtech:cable_quadruple:130, 4x凯金线缆
gregtech:cable_quadruple:128, 4x三钛合金线缆
gregtech:cable_quadruple:115, 4x钨线缆
gregtech:cable_quadruple:2013, 4x钨钢线缆
gregtech:cable_quadruple:334, 4x钒镓合金线缆
gregtech:cable_quadruple:338, 4x钇钡铜氧化物线缆
gregtech:cable_octal:2, 8x铝线缆
gregtech:cable_octal:252, 8x退火铜线缆
gregtech:cable_octal:2011, 8x黑钢线缆
gregtech:cable_octal:2527, 8x蓝色合金线缆
gregtech:cable_octal:23, 8x钴线缆
gregtech:cable_octal:25, 8x铜线缆
gregtech:cable_octal:274, 8x白铜线缆
gregtech:cable_octal:277, 8x琥珀金线缆
gregtech:cable_octal:33, 8x铕线缆
gregtech:cable_octal:41, 8x金线缆
gregtech:cable_octal:342, 8x石墨烯线缆
gregtech:cable_octal:2516, 8x高速钢-G线缆
gregtech:cable_octal:51, 8x铁线缆
gregtech:cable_octal:288, 8x坎塔尔合金线缆
gregtech:cable_octal:55, 8x铅线缆
gregtech:cable_octal:124, 8x硅岩线缆
gregtech:cable_octal:2042, 8x硅岩合金线缆
gregtech:cable_octal:1602, 8x下界之星线缆
gregtech:cable_octal:32001, 8x下界合金线缆
gregtech:cable_octal:294, 8x镍铬合金线缆
gregtech:cable_octal:69, 8x镍线缆
gregtech:cable_octal:295, 8x氮化铌线缆
gregtech:cable_octal:296, 8x铌钛合金线缆
gregtech:cable_octal:344, 8x铱锇合金线缆
gregtech:cable_octal:75, 8x锇线缆
gregtech:cable_octal:80, 8x铂线缆
gregtech:cable_octal:2517, 8x红色合金线缆
gregtech:cable_octal:451, 8x钌钨钼合金线缆
gregtech:cable_octal:100, 8x银线缆
gregtech:cable_octal:324, 8x钢线缆
gregtech:cable_octal:112, 8x锡线缆
gregtech:cable_octal:113, 8x钛线缆
gregtech:cable_octal:130, 8x凯金线缆
gregtech:cable_octal:128, 8x三钛合金线缆
gregtech:cable_octal:115, 8x钨线缆
gregtech:cable_octal:2013, 8x钨钢线缆
gregtech:cable_octal:334, 8x钒镓合金线缆
gregtech:cable_octal:338, 8x钇钡铜氧化物线缆
gregtech:cable_hex:2, 16x铝线缆
gregtech:cable_hex:252, 16x退火铜线缆
gregtech:cable_hex:2011, 16x黑钢线缆
gregtech:cable_hex:2527, 16x蓝色合金线缆
gregtech:cable_hex:23, 16x钴线缆
gregtech:cable_hex:25, 16x铜线缆
gregtech:cable_hex:274, 16x白铜线缆
gregtech:cable_hex:277, 16x琥珀金线缆
gregtech:cable_hex:33, 16x铕线缆
gregtech:cable_hex:41, 16x金线缆
gregtech:cable_hex:342, 16x石墨烯线缆
gregtech:cable_hex:2516, 16x高速钢-G线缆
gregtech:cable_hex:51, 16x铁线缆
gregtech:cable_hex:288, 16x坎塔尔合金线缆
gregtech:cable_hex:55, 16x铅线缆
gregtech:cable_hex:124, 16x硅岩线缆
gregtech:cable_hex:2042, 16x硅岩合金线缆
gregtech:cable_hex:1602, 16x下界之星线缆
gregtech:cable_hex:32001, 16x下界合金线缆
gregtech:cable_hex:294, 16x镍铬合金线缆
gregtech:cable_hex:69, 16x镍线缆
gregtech:cable_hex:295, 16x氮化铌线缆
gregtech:cable_hex:296, 16x铌钛合金线缆
gregtech:cable_hex:344, 16x铱锇合金线缆
gregtech:cable_hex:75, 16x锇线缆
gregtech:cable_hex:80, 16x铂线缆
gregtech:cable_hex:2517, 16x红色合金线缆
gregtech:cable_hex:451, 16x钌钨钼合金线缆
gregtech:cable_hex:100, 16x银线缆
gregtech:cable_hex:324, 16x钢线缆
gregtech:cable_hex:112, 16x锡线缆
gregtech:cable_hex:113, 16x钛线缆
gregtech:cable_hex:130, 16x凯金线缆
gregtech:cable_hex:128, 16x三钛合金线缆
gregtech:cable_hex:115, 16x钨线缆
gregtech:cable_hex:2013, 16x钨钢线缆
gregtech:cable_hex:334, 16x钒镓合金线缆
gregtech:cable_hex:338, 16x钇钡铜氧化物线缆
gregtech:fluid_pipe_tiny:2, 微型铝流体管道
gregtech:fluid_pipe_tiny:260, 微型青铜流体管道
gregtech:fluid_pipe_tiny:22, 微型铬流体管道
gregtech:fluid_pipe_tiny:25, 微型铜流体管道
gregtech:fluid_pipe_tiny:129, 微型铿铀流体管道
gregtech:fluid_pipe_tiny:33, 微型铕流体管道
gregtech:fluid_pipe_tiny:41, 微型金流体管道
gregtech:fluid_pipe_tiny:50, 微型铱流体管道
